x,y
139.25,55.21999931335449
139.2500114440918,60.80619812011719
139.2500114440918,66.39240264892578
139.2500114440918,71.97861862182617
139.2500114440918,77.56482315063477
139.2500114440918,83.15102767944336
139.25,88.73723220825195
139.25,94.32344818115234
139.25,99.90965270996094
139.25,105.49585723876953
139.25,111.08206176757812
139.25,116.66826629638672
139.25,122.25447082519531
139.25,127.8406753540039
139.25,133.4268913269043
139.25,139.0130958557129
139.25,144.59931182861328
139.25,150.18551635742188
139.25,155.77172088623047
139.25,161.35792541503906
139.25,166.94412994384766
139.25,172.53033447265625
139.25,178.11655044555664
139.25,183.70275497436523
139.25,189.28895950317383
139.25,194.87516403198242
139.25,200.46136856079102
139.25,206.0475845336914
139.25,211.6337890625
22.25,55.21999931335449
27.821430206298828,55.21999931335449
33.392860412597656,55.21999931335449
38.964290618896484,55.21999931335449
44.535715103149414,55.21999931335449
50.107139587402344,55.21999931335449
55.67856979370117,55.21999931335449
61.25,55.21999931335449
66.82143020629883,55.21999931335449
72.39285469055176,55.21999931335449
77.96428489685059,55.21999931335449
83.53571510314941,55.21999931335449
89.10714530944824,55.21999931335449
94.67856979370117,55.21999931335449
100.25,55.21999931335449
105.82143020629883,55.21999931335449
111.39285469055176,55.21999931335449
116.96427917480469,55.21999931335449
122.53570938110352,55.21999931335449
128.10713958740234,55.21999931335449
133.67856979370117,55.21999931335449
22.25,217.2199935913086
22.250006794929504,211.6337890625
22.25000661611557,206.0475845336914
22.250006437301636,200.4613800048828
22.250006079673767,194.87517547607422
22.250005900859833,189.28897094726562
22.250005543231964,183.70276641845703
22.25000536441803,178.11653900146484
22.250005185604095,172.53033447265625
22.250004827976227,166.94412994384766
22.250004649162292,161.35792541503906
22.250004470348358,155.77172088623047
22.25000411272049,150.18551635742188
22.250003933906555,144.59931182861328
22.250003576278687,139.0131072998047
22.250003397464752,133.4269027709961
22.250003218650818,127.8406867980957
22.25000286102295,122.25448226928711
22.250002682209015,116.66826629638672
22.25000250339508,111.08206748962402
22.250002145767212,105.49586296081543
22.250001966953278,99.90965843200684
22.250001788139343,94.32344245910645
22.250001430511475,88.73723793029785
22.25000125169754,83.15103340148926
22.25000089406967,77.56482887268066
22.250000715255737,71.97862434387207
22.250000536441803,66.39240837097168
22.250000178813934,60.806203842163086
22.25,419.7200164794922
27.90704345703125,419.7093048095703
33.564178466796875,419.69859313964844
39.221405029296875,419.68788146972656
44.8785400390625,419.6771697998047
50.535675048828125,419.6664581298828
56.19281005859375,419.65574645996094
61.849945068359375,419.64503479003906
67.507080078125,419.6343231201172
73.16426086425781,419.6235656738281
78.82139587402344,419.61285400390625
84.47853088378906,419.6021423339844
90.13566589355469,419.5914306640625
95.79280090332031,419.5807189941406
101.44998168945312,419.57000732421875
107.10711669921875,419.5592956542969
112.76420593261719,419.548583984375
118.42138671875,419.5378723144531
124.07852172851562,419.52716064453125
129.73570251464844,419.5164489746094
135.39283752441406,419.5057373046875
141.0499267578125,419.4950256347656
146.7071075439453,419.48431396484375
152.36424255371094,419.4736022949219
158.02142333984375,419.462890625
163.6785125732422,419.4521789550781
169.3356475830078,419.44146728515625
174.99282836914062,419.4307098388672
180.64996337890625,419.4199981689453
186.30714416503906,419.40928649902344
191.9642333984375,419.39857482910156
197.62136840820312,419.3878631591797
203.27854919433594,419.3771514892578
208.93568420410156,419.36643981933594
214.5928192138672,419.35572814941406
220.2499542236328,419.3450164794922
225.90708923339844,419.3343048095703
231.56427001953125,419.32359313964844
237.22140502929688,419.31288146972656
242.8785400390625,419.3021697998047
