x,y
43.25,419.7200164794922
45.270294189453125,419.71617126464844
47.290771484375,419.7123718261719
49.3111572265625,419.7085266113281
51.33154296875,419.70472717285156
53.3519287109375,419.7008819580078
55.372406005859375,419.69703674316406
57.392791748046875,419.6932373046875
59.413177490234375,419.68939208984375
61.43365478515625,419.6855926513672
63.45404052734375,419.68174743652344
65.47442626953125,419.6779022216797
67.49485778808594,419.6741027832031
69.51524353027344,419.6702575683594
71.53567504882812,419.6664581298828
73.55610656738281,419.66261291503906
75.57649230957031,419.6588134765625
77.596923828125,419.65496826171875
79.6173095703125,419.651123046875
81.6376953125,419.64732360839844
83.6580810546875,419.6434783935547
85.67851257324219,419.6396789550781
87.69894409179688,419.6358337402344
89.71932983398438,419.6319885253906
91.73976135253906,419.62818908691406
93.76014709472656,419.6243438720703
95.78057861328125,419.62054443359375
97.80096435546875,419.61669921875
99.82139587402344,419.61285400390625
101.84182739257812,419.6090545654297
103.86221313476562,419.60520935058594
105.88259887695312,419.6014099121094
107.90298461914062,419.5975646972656
109.92341613769531,419.5937194824219
111.94380187988281,419.5899200439453
113.9642333984375,419.58607482910156
115.98466491699219,419.582275390625
118.00505065917969,419.57843017578125
120.02548217773438,419.5746307373047
122.04586791992188,419.57078552246094
124.06629943847656,419.5669403076172
126.08668518066406,419.5631408691406
128.10711669921875,419.5592956542969
130.12754821777344,419.5554962158203
132.14788818359375,419.55165100097656
134.16831970214844,419.5478057861328
136.18870544433594,419.54400634765625
138.20913696289062,419.5401611328125
140.2295684814453,419.53636169433594
142.2499542236328,419.5325164794922
144.2703399658203,419.52867126464844
146.290771484375,419.5248718261719
148.3112030029297,419.5210266113281
150.3315887451172,419.51722717285156
152.35202026367188,419.5133819580078
154.37245178222656,419.50953674316406
156.39283752441406,419.5057373046875
158.41317749023438,419.50189208984375
160.43360900878906,419.4980926513672
162.45404052734375,419.49424743652344
164.47442626953125,419.4904022216797
166.49485778808594,419.4866027832031
168.51528930664062,419.4827575683594
170.53567504882812,419.4789581298828
172.55606079101562,419.47511291503906
174.5764923095703,419.4713134765625
176.596923828125,419.46746826171875
178.6173095703125,419.463623046875
180.6377410888672,419.45982360839844
182.6581268310547,419.4559783935547
184.6785125732422,419.4521789550781
186.6988983154297,419.4483337402344
188.71932983398438,419.4444885253906
190.73976135253906,419.44068908691406
192.76014709472656,419.4368438720703
194.78057861328125,419.43304443359375
196.80101013183594,419.42919921875
198.82139587402344,419.42535400390625
200.84178161621094,419.4215545654297
202.86221313476562,419.41770935058594
204.8826446533203,419.4139099121094
206.9030303955078,419.4100646972656
208.9234161376953,419.4062194824219
210.94384765625,419.4024200439453
212.9642333984375,419.39857482910156
214.984619140625,419.394775390625
217.0050506591797,419.39093017578125
219.02548217773438,419.3871307373047
221.04586791992188,419.38328552246094
223.06629943847656,419.3794403076172
225.08673095703125,419.3756408691406
227.10711669921875,419.3717956542969
229.12750244140625,419.3679962158203
231.14793395996094,419.36415100097656
233.16836547851562,419.3603057861328
235.18870544433594,419.35650634765625
237.20913696289062,419.3526611328125
239.2295684814453,419.34886169433594
241.2499542236328,419.3450164794922
243.2703399658203,419.34117126464844
245.290771484375,419.3373718261719
247.3112030029297,419.3335266113281
249.3315887451172,419.32972717285156
251.35202026367188,419.3258819580078
253.37245178222656,419.32203674316406
255.39283752441406,419.3182373046875
257.41322326660156,419.31439208984375
259.43360900878906,419.3105926513672
261.45404052734375,419.30674743652344
263.47442626953125,419.3029022216797
265.49485778808594,419.2991027832031
267.5152893066406,419.2952575683594
269.5356750488281,419.2914581298828
271.5560607910156,419.28761291503906
273.5764923095703,419.2838134765625
275.596923828125,419.27996826171875
277.6173095703125,419.276123046875
279.6377410888672,419.27232360839844
281.6581726074219,419.2684783935547
283.6785583496094,419.2646789550781
285.6988983154297,419.2608337402344
287.7193298339844,419.2569885253906
289.73976135253906,419.25318908691406
291.76014709472656,419.2493438720703
293.78057861328125,419.24554443359375
295.80101013183594,419.24169921875
297.82139587402344,419.23785400390625
299.84178161621094,419.2340545654297
301.8622131347656,419.23020935058594
303.8826446533203,419.2264099121094
305.9030303955078,419.2225646972656
307.9234619140625,419.2187194824219
309.9438934326172,419.2149200439453
311.9642333984375,419.21107482910156
313.984619140625,419.207275390625
316.0050506591797,419.20343017578125
318.0254821777344,419.1996307373047
320.0458679199219,419.19578552246094
322.06629943847656,419.1919403076172
324.08673095703125,419.1881408691406
326.10711669921875,419.1842956542969
328.12750244140625,419.1804962158203
330.14793395996094,419.17665100097656
332.1683654785156,419.1728057861328
334.1887512207031,419.16900634765625
336.2091369628906,419.1651611328125
338.2295684814453,419.16136169433594
340.2499542236328,419.1575164794922
342.2703399658203,419.15367126464844
344.290771484375,419.1498718261719
